"","Flask","Timestamp","Email","DI Blank","Comments","ElapsedTime","OD","OD2","Temp","RPM","pH","Volume","Media","Treatment","Col","pch","InoculationDate","ExpName"
"127","Hmaris_50mM_Rep2",2022-11-11 13:54:01,"ashepherd347@gmail.com",0,"I think yellow color of high mag solution is making controls higher",95.9363888888889,0.1,0.1,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"128","Hmaris_50mM_Rep2",2022-11-12 11:46:57,"ashepherd347@gmail.com",0,NA,117.818611111111,0.277,0.277,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"129","Hmaris_50mM_Rep2",2022-11-13 14:58:21,"ashepherd347@gmail.com",0,NA,145.008611111111,0.503,0.503,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"130","Hmaris_50mM_Rep3",2022-11-07 13:57:50,"ashepherd347@gmail.com",0,NA,0,0.005,0.005,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"131","Hmaris_50mM_Rep3",2022-11-08 18:58:09,"ashepherd347@gmail.com",0,NA,29.0052777777778,0.016,0.016,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"132","Hmaris_50mM_Rep3",2022-11-09 14:49:07,"ashepherd347@gmail.com",0,NA,48.8547222222222,0.02,0.02,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"133","Hmaris_50mM_Rep3",2022-11-10 22:22:14,"ashepherd347@gmail.com",0,NA,80.4066666666667,0.059,0.059,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"134","Hmaris_50mM_Rep3",2022-11-11 13:54:01,"ashepherd347@gmail.com",0,"I think yellow color of high mag solution is making controls higher",95.9363888888889,0.118,0.118,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"135","Hmaris_50mM_Rep3",2022-11-12 11:46:57,"ashepherd347@gmail.com",0,NA,117.818611111111,0.297,0.297,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
"136","Hmaris_50mM_Rep3",2022-11-13 14:58:21,"ashepherd347@gmail.com",0,NA,145.008611111111,0.521,0.521,32,100,7.5,50,"CDM","50mM_Mg2+","coral",16,"20221107","Hmari"
